Distance(cm),Unattenuated,Water(5cm),Concrete(5cm),Water(10cm)
57.9,1.97E-05,1.24E-05,7.55E-06,7.95E-06
58,1.96E-05,1.24E-05,7.52E-06,7.92E-06
58.1,1.95E-05,1.23E-05,7.49E-06,7.89E-06
58.2,1.95E-05,1.23E-05,7.47E-06,7.87E-06
58.3,1.94E-05,1.23E-05,7.44E-06,7.84E-06
58.4,1.93E-05,1.22E-05,7.42E-06,7.81E-06
58.5,1.93E-05,1.22E-05,7.39E-06,7.79E-06
58.6,1.92E-05,1.21E-05,7.37E-06,7.76E-06
58.7,1.91E-05,1.21E-05,7.34E-06,7.73E-06
58.8,1.91E-05,1.21E-05,7.32E-06,7.71E-06
58.9,1.90E-05,1.20E-05,7.29E-06,7.68E-06
59,1.89E-05,1.20E-05,7.27E-06,7.66E-06
59.1,1.89E-05,1.19E-05,7.24E-06,7.63E-06
59.2,1.88E-05,1.19E-05,7.22E-06,7.60E-06
59.3,1.87E-05,1.19E-05,7.19E-06,7.58E-06
59.4,1.87E-05,1.18E-05,7.17E-06,7.55E-06
59.5,1.86E-05,1.18E-05,7.15E-06,7.53E-06
59.6,1.85E-05,1.17E-05,7.12E-06,7.50E-06
59.7,1.85E-05,1.17E-05,7.10E-06,7.48E-06
59.8,1.84E-05,1.17E-05,7.07E-06,7.45E-06
59.9,1.84E-05,1.16E-05,7.05E-06,7.43E-06
60,1.83E-05,1.16E-05,7.03E-06,7.40E-06
60.1,1.82E-05,1.15E-05,7.00E-06,7.38E-06
60.2,1.82E-05,1.15E-05,6.98E-06,7.35E-06
60.3,1.81E-05,1.15E-05,6.96E-06,7.33E-06
60.4,1.81E-05,1.14E-05,6.93E-06,7.30E-06
60.5,1.80E-05,1.14E-05,6.91E-06,7.28E-06
60.6,1.79E-05,1.13E-05,6.89E-06,7.26E-06
60.7,1.79E-05,1.13E-05,6.86E-06,7.23E-06
60.8,1.78E-05,1.13E-05,6.84E-06,7.21E-06
60.9,1.78E-05,1.12E-05,6.82E-06,7.18E-06
61,1.77E-05,1.12E-05,6.80E-06,7.16E-06
61.1,1.76E-05,1.12E-05,6.77E-06,7.14E-06
61.2,1.76E-05,1.11E-05,6.75E-06,7.11E-06
61.3,1.75E-05,1.11E-05,6.73E-06,7.09E-06
61.4,1.75E-05,1.11E-05,6.71E-06,7.07E-06
61.5,1.74E-05,1.10E-05,6.69E-06,7.04E-06
61.6,1.74E-05,1.10E-05,6.66E-06,7.02E-06
61.7,1.73E-05,1.09E-05,6.64E-06,7.00E-06
61.8,1.73E-05,1.09E-05,6.62E-06,6.98E-06
61.9,1.72E-05,1.09E-05,6.60E-06,6.95E-06
62,1.71E-05,1.08E-05,6.58E-06,6.93E-06
62.1,1.71E-05,1.08E-05,6.56E-06,6.91E-06
62.2,1.70E-05,1.08E-05,6.54E-06,6.89E-06
62.3,1.70E-05,1.07E-05,6.52E-06,6.86E-06
62.4,1.69E-05,1.07E-05,6.49E-06,6.84E-06
62.5,1.69E-05,1.07E-05,6.47E-06,6.82E-06
62.6,1.68E-05,1.06E-05,6.45E-06,6.80E-06
62.7,1.68E-05,1.06E-05,6.43E-06,6.78E-06
62.8,1.67E-05,1.06E-05,6.41E-06,6.75E-06
62.9,1.67E-05,1.05E-05,6.39E-06,6.73E-06
63,1.66E-05,1.05E-05,6.37E-06,6.71E-06
63.1,1.65E-05,1.05E-05,6.35E-06,6.69E-06
63.2,1.65E-05,1.04E-05,6.33E-06,6.67E-06
63.3,1.64E-05,1.04E-05,6.31E-06,6.65E-06
63.4,1.64E-05,1.04E-05,6.29E-06,6.63E-06
63.5,1.63E-05,1.03E-05,6.27E-06,6.61E-06
63.6,1.63E-05,1.03E-05,6.25E-06,6.58E-06
63.7,1.62E-05,1.03E-05,6.23E-06,6.56E-06
63.8,1.62E-05,1.02E-05,6.21E-06,6.54E-06
63.9,1.61E-05,1.02E-05,6.19E-06,6.52E-06
64,1.61E-05,1.02E-05,6.17E-06,6.50E-06
64.1,1.60E-05,1.01E-05,6.15E-06,6.48E-06
64.2,1.60E-05,1.01E-05,6.13E-06,6.46E-06
64.3,1.59E-05,1.01E-05,6.12E-06,6.44E-06
64.4,1.59E-05,1.00E-05,6.10E-06,6.42E-06
64.5,1.58E-05,1.00E-05,6.08E-06,6.40E-06
64.6,1.58E-05,9.98E-06,6.06E-06,6.38E-06
64.7,1.57E-05,9.95E-06,6.04E-06,6.36E-06
64.8,1.57E-05,9.92E-06,6.02E-06,6.34E-06
64.9,1.56E-05,9.89E-06,6.00E-06,6.32E-06
65,1.56E-05,9.86E-06,5.98E-06,6.30E-06
65.1,1.55E-05,9.83E-06,5.97E-06,6.28E-06
65.2,1.55E-05,9.80E-06,5.95E-06,6.26E-06
65.3,1.55E-05,9.77E-06,5.93E-06,6.25E-06
65.4,1.54E-05,9.74E-06,5.91E-06,6.23E-06
65.5,1.54E-05,9.71E-06,5.89E-06,6.21E-06
65.6,1.53E-05,9.68E-06,5.87E-06,6.19E-06
65.7,1.53E-05,9.65E-06,5.86E-06,6.17E-06
65.8,1.52E-05,9.62E-06,5.84E-06,6.15E-06
65.9,1.52E-05,9.59E-06,5.82E-06,6.13E-06
66,1.51E-05,9.56E-06,5.80E-06,6.11E-06
66.1,1.51E-05,9.53E-06,5.79E-06,6.09E-06
66.2,1.50E-05,9.50E-06,5.77E-06,6.08E-06
66.3,1.50E-05,9.48E-06,5.75E-06,6.06E-06
66.4,1.49E-05,9.45E-06,5.73E-06,6.04E-06
66.5,1.49E-05,9.42E-06,5.72E-06,6.02E-06
66.6,1.49E-05,9.39E-06,5.70E-06,6.00E-06
66.7,1.48E-05,9.36E-06,5.68E-06,5.99E-06
66.8,1.48E-05,9.33E-06,5.66E-06,5.97E-06
66.9,1.47E-05,9.31E-06,5.65E-06,5.95E-06
67,1.47E-05,9.28E-06,5.63E-06,5.93E-06
67.1,1.46E-05,9.25E-06,5.61E-06,5.91E-06
67.2,1.46E-05,9.22E-06,5.60E-06,5.90E-06
67.3,1.45E-05,9.19E-06,5.58E-06,5.88E-06
67.4,1.45E-05,9.17E-06,5.56E-06,5.86E-06
67.5,1.45E-05,9.14E-06,5.55E-06,5.84E-06
67.6,1.44E-05,9.11E-06,5.53E-06,5.83E-06
67.7,1.44E-05,9.09E-06,5.51E-06,5.81E-06
67.8,1.43E-05,9.06E-06,5.50E-06,5.79E-06
67.9,1.43E-05,9.03E-06,5.48E-06,5.77E-06
68,1.42E-05,9.01E-06,5.47E-06,5.76E-06
68.1,1.42E-05,8.98E-06,5.45E-06,5.74E-06
68.2,1.42E-05,8.95E-06,5.43E-06,5.72E-06
68.3,1.41E-05,8.93E-06,5.42E-06,5.71E-06
68.4,1.41E-05,8.90E-06,5.40E-06,5.69E-06
68.5,1.40E-05,8.87E-06,5.39E-06,5.67E-06
68.6,1.40E-05,8.85E-06,5.37E-06,5.66E-06
68.7,1.40E-05,8.82E-06,5.35E-06,5.64E-06
68.8,1.39E-05,8.80E-06,5.34E-06,5.62E-06
68.9,1.39E-05,8.77E-06,5.32E-06,5.61E-06
69,1.38E-05,8.75E-06,5.31E-06,5.59E-06
69.1,1.38E-05,8.72E-06,5.29E-06,5.58E-06
69.2,1.38E-05,8.70E-06,5.28E-06,5.56E-06
69.3,1.37E-05,8.67E-06,5.26E-06,5.54E-06
69.4,1.37E-05,8.65E-06,5.25E-06,5.53E-06
69.5,1.36E-05,8.62E-06,5.23E-06,5.51E-06
69.6,1.36E-05,8.60E-06,5.22E-06,5.50E-06
69.7,1.36E-05,8.57E-06,5.20E-06,5.48E-06
69.8,1.35E-05,8.55E-06,5.19E-06,5.46E-06
69.9,1.35E-05,8.52E-06,5.17E-06,5.45E-06
70,1.34E-05,8.50E-06,5.16E-06,5.43E-06
70.1,1.34E-05,8.47E-06,5.14E-06,5.42E-06
70.2,1.34E-05,8.45E-06,5.13E-06,5.40E-06
70.3,1.33E-05,8.42E-06,5.11E-06,5.39E-06
70.4,1.33E-05,8.40E-06,5.10E-06,5.37E-06
70.5,1.33E-05,8.38E-06,5.08E-06,5.36E-06
70.6,1.32E-05,8.35E-06,5.07E-06,5.34E-06
70.7,1.32E-05,8.33E-06,5.06E-06,5.33E-06
70.8,1.31E-05,8.31E-06,5.04E-06,5.31E-06
70.9,1.31E-05,8.28E-06,5.03E-06,5.30E-06
71,1.31E-05,8.26E-06,5.01E-06,5.28E-06
71.1,1.30E-05,8.24E-06,5.00E-06,5.27E-06
71.2,1.30E-05,8.21E-06,4.98E-06,5.25E-06
71.3,1.30E-05,8.19E-06,4.97E-06,5.24E-06
71.4,1.29E-05,8.17E-06,4.96E-06,5.22E-06
71.5,1.29E-05,8.14E-06,4.94E-06,5.21E-06
71.6,1.29E-05,8.12E-06,4.93E-06,5.19E-06
71.7,1.28E-05,8.10E-06,4.91E-06,5.18E-06
71.8,1.28E-05,8.07E-06,4.90E-06,5.16E-06
71.9,1.27E-05,8.05E-06,4.89E-06,5.15E-06
72,1.27E-05,8.03E-06,4.87E-06,5.13E-06
72.1,1.27E-05,8.01E-06,4.86E-06,5.12E-06
72.2,1.26E-05,7.99E-06,4.85E-06,5.11E-06
72.3,1.26E-05,7.96E-06,4.83E-06,5.09E-06
72.4,1.26E-05,7.94E-06,4.82E-06,5.08E-06
72.5,1.25E-05,7.92E-06,4.81E-06,5.06E-06
72.6,1.25E-05,7.90E-06,4.79E-06,5.05E-06
72.7,1.25E-05,7.88E-06,4.78E-06,5.04E-06
72.8,1.24E-05,7.85E-06,4.77E-06,5.02E-06
72.9,1.24E-05,7.83E-06,4.75E-06,5.01E-06
73,1.24E-05,7.81E-06,4.74E-06,4.99E-06
73.1,1.23E-05,7.79E-06,4.73E-06,4.98E-06
73.2,1.23E-05,7.77E-06,4.71E-06,4.97E-06
73.3,1.23E-05,7.75E-06,4.70E-06,4.95E-06
73.4,1.22E-05,7.73E-06,4.69E-06,4.94E-06
73.5,1.22E-05,7.70E-06,4.68E-06,4.93E-06
73.6,1.22E-05,7.68E-06,4.66E-06,4.91E-06
73.7,1.21E-05,7.66E-06,4.65E-06,4.90E-06
73.8,1.21E-05,7.64E-06,4.64E-06,4.89E-06
73.9,1.21E-05,7.62E-06,4.63E-06,4.87E-06
74,1.20E-05,7.60E-06,4.61E-06,4.86E-06
74.1,1.20E-05,7.58E-06,4.60E-06,4.85E-06
74.2,1.20E-05,7.56E-06,4.59E-06,4.83E-06
74.3,1.19E-05,7.54E-06,4.58E-06,4.82E-06
74.4,1.19E-05,7.52E-06,4.56E-06,4.81E-06
74.5,1.19E-05,7.50E-06,4.55E-06,4.79E-06
74.6,1.18E-05,7.48E-06,4.54E-06,4.78E-06
74.7,1.18E-05,7.46E-06,4.53E-06,4.77E-06
74.8,1.18E-05,7.44E-06,4.51E-06,4.76E-06
74.9,1.17E-05,7.42E-06,4.50E-06,4.74E-06
75,1.17E-05,7.40E-06,4.49E-06,4.73E-06
